name,gmaps_link,opening_hour,address,opening_day,location,schedule
Pasar Malam Permint Jaya,https://www.google.com/maps/place/Pasar+Malam+Permint+Jaya/data=!4m7!3m6!1s0x31b7bf998ec3910d:0x9625c3fea77faf15!8m2!3d5.2715232!4d103.165291!16s%2Fg%2F11thhdq1r2!19sChIJDZHDjpm_tzERFa9_p_7DJZY?authuser=0&hl=en&rclk=1,3-8 pm,"1019, Jalan Mawar 16, Taman Pemin Jaya, 21080 Kuala Terengganu, Terengganu","[""sun""]","{""latitude"": 5.2715232, ""longitude"": 103.165291, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Permint+Jaya/data=!4m7!3m6!1s0x31b7bf998ec3910d:0x9625c3fea77faf15!8m2!3d5.2715232!4d103.165291!16s%2Fg%2F11thhdq1r2!19sChIJDZHDjpm_tzERFa9_p_7DJZY?authuser=0&hl=en&rclk=1""}","[{""days"": [""sun""], ""times"": [{""start"": ""15:00"", ""end"": ""20:00""}]}]"
Pasar Malam Merchang,https://www.google.com/maps/place/Pasar+Malam+Merchang/data=!4m7!3m6!1s0x31b7e516926fb0d5:0x44e0b66669c9e209!8m2!3d5.0379872!4d103.2937088!16s%2Fg%2F11llvhk8h2!19sChIJ1bBvkhbltzERCeLJaWa24EQ?authuser=0&hl=en&rclk=1,5-9 pm,"Jalan Kampung Pantai Merchang, 21610 Marang, Terengganu","[""sat""]","{""latitude"": 5.0379872, ""longitude"": 103.29370879999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Merchang/data=!4m7!3m6!1s0x31b7e516926fb0d5:0x44e0b66669c9e209!8m2!3d5.0379872!4d103.2937088!16s%2Fg%2F11llvhk8h2!19sChIJ1bBvkhbltzERCeLJaWa24EQ?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""17:00"", ""end"": ""21:00""}]}]"
Pasar Malam Bukit Payong,https://www.google.com/maps/place/Pasar+Malam+Bukit+Payong/data=!4m7!3m6!1s0x31b65f2d146b219f:0xd534046110a9c241!8m2!3d5.5863089!4d102.4942626!16s%2Fg%2F11h4xn3j50!19sChIJnyFrFC1ftjERQcKpEGEENNU?authuser=0&hl=en&rclk=1,,"Unnamed Road, Kampung Bekok, 22010 Jerteh, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.5863089, ""longitude"": 102.4942626, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Bukit+Payong/data=!4m7!3m6!1s0x31b65f2d146b219f:0xd534046110a9c241!8m2!3d5.5863089!4d102.4942626!16s%2Fg%2F11h4xn3j50!19sChIJnyFrFC1ftjERQcKpEGEENNU?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Baru Enam,https://www.google.com/maps/place/Pasar+Malam+Baru+Enam/data=!4m7!3m6!1s0x31b7bd000023e725:0x303404aebeb3f1e2!8m2!3d5.3453322!4d103.0919219!16s%2Fg%2F11wtxn6j4n!19sChIJJecjAAC9tzER4vGzvq4ENDA?authuser=0&hl=en&rclk=1,,"Kampung Batu Enam, 21200 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3453322, ""longitude"": 103.09192189999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Baru+Enam/data=!4m7!3m6!1s0x31b7bd000023e725:0x303404aebeb3f1e2!8m2!3d5.3453322!4d103.0919219!16s%2Fg%2F11wtxn6j4n!19sChIJJecjAAC9tzER4vGzvq4ENDA?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Kg Baru,https://www.google.com/maps/place/Pasar+Malam+Kg+Baru/data=!4m7!3m6!1s0x31c87b9e6b21172b:0x93892e5b2a151c59!8m2!3d4.425976!4d103.4451903!16s%2Fg%2F11kb_90y8h!19sChIJKxcha557yDERWRwVKlsuiZM?authuser=0&hl=en&rclk=1,4-9 pm,"3637, Jalan Bentara 1, Kampung Baru, 24210 Kemasik, Terengganu","[""fri""]","{""latitude"": 4.4259759999999995, ""longitude"": 103.4451903, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kg+Baru/data=!4m7!3m6!1s0x31c87b9e6b21172b:0x93892e5b2a151c59!8m2!3d4.425976!4d103.4451903!16s%2Fg%2F11kb_90y8h!19sChIJKxcha557yDERWRwVKlsuiZM?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Night Market Kg Bukit Payong,https://www.google.com/maps/place/Night+market+Kg+Bukit+Payong/data=!4m7!3m6!1s0x31b65fa830b5b333:0xca46a97d412a7dc2!8m2!3d5.5875277!4d102.494952!16s%2Fg%2F11h0bwhjgz!19sChIJM7O1MKhftjERwn0qQX2pRso?authuser=0&hl=en&rclk=1,4:30-9 pm,"Kampung Bukit Payong, 22010 Jerteh, Terengganu","[""tue""]","{""latitude"": 5.5875277, ""longitude"": 102.494952, ""gmaps_link"": ""https://www.google.com/maps/place/Night+market+Kg+Bukit+Payong/data=!4m7!3m6!1s0x31b65fa830b5b333:0xca46a97d412a7dc2!8m2!3d5.5875277!4d102.494952!16s%2Fg%2F11h0bwhjgz!19sChIJM7O1MKhftjERwn0qQX2pRso?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""16:30"", ""end"": ""21:00""}]}]"
Pasar Malam Tembila,https://www.google.com/maps/place/Pasar+Malam+Tembila/data=!4m7!3m6!1s0x31b6f126eba4e32b:0x394bb401a2c9d26d!8m2!3d5.73946!4d102.6059137!16s%2Fg%2F11hz7j8cll!19sChIJK-Ok6ybxtjERbdLJogG0Szk?authuser=0&hl=en&rclk=1,,"Kampung Tembila, 22200 Jerteh, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.739459999999999, ""longitude"": 102.6059137, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Tembila/data=!4m7!3m6!1s0x31b6f126eba4e32b:0x394bb401a2c9d26d!8m2!3d5.73946!4d102.6059137!16s%2Fg%2F11hz7j8cll!19sChIJK-Ok6ybxtjERbdLJogG0Szk?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Kuala Kemaman,https://www.google.com/maps/place/Pasar+Malam+Kuala+Kemaman/data=!4m7!3m6!1s0x31c887e5e6bdc1f5:0x315aebc28466ca3d!8m2!3d4.235376!4d103.444058!16s%2Fg%2F11pzg3m63n!19sChIJ9cG95uWHyDERPcpmhMLrWjE?authuser=0&hl=en&rclk=1,,"Kuala Kemaman, T124, 24000 Chukai, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.235376, ""longitude"": 103.444058, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kuala+Kemaman/data=!4m7!3m6!1s0x31c887e5e6bdc1f5:0x315aebc28466ca3d!8m2!3d4.235376!4d103.444058!16s%2Fg%2F11pzg3m63n!19sChIJ9cG95uWHyDERPcpmhMLrWjE?authuser=0&hl=en&rclk=1""}",[]
Chuross Hiliran By Orked D'churros,https://www.google.com/maps/place/chuross+Hiliran+by+Orked+D%27Churros/data=!4m7!3m6!1s0x31b7bf966bf63969:0x94e66e42981380!8m2!3d5.310006!4d103.1277046!16s%2Fg%2F11wg1qq76w!19sChIJaTn2a5a_tzERgBOYQm7mlAA?authuser=0&hl=en&rclk=1,,"Pasarmalam Hiliran, 21000 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.310006, ""longitude"": 103.1277046, ""gmaps_link"": ""https://www.google.com/maps/place/chuross+Hiliran+by+Orked+D%27Churros/data=!4m7!3m6!1s0x31b7bf966bf63969:0x94e66e42981380!8m2!3d5.310006!4d103.1277046!16s%2Fg%2F11wg1qq76w!19sChIJaTn2a5a_tzERgBOYQm7mlAA?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Taman Permint Perdana,https://www.google.com/maps/place/Pasar+Malam+Taman+Permint+Perdana/data=!4m7!3m6!1s0x31b7bd65e1db2609:0x85aac923d04ccd50!8m2!3d5.3494518!4d103.1286128!16s%2Fg%2F11vcn8j38n!19sChIJCSbb4WW9tzERUM1M0CPJqoU?authuser=0&hl=en&rclk=1,4-8 pm,"Kampung Seberang Pak Abu, 21200 Kuala Terengganu, Terengganu","[""sun""]","{""latitude"": 5.3494518, ""longitude"": 103.1286128, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Permint+Perdana/data=!4m7!3m6!1s0x31b7bd65e1db2609:0x85aac923d04ccd50!8m2!3d5.3494518!4d103.1286128!16s%2Fg%2F11vcn8j38n!19sChIJCSbb4WW9tzERUM1M0CPJqoU?authuser=0&hl=en&rclk=1""}","[{""days"": [""sun""], ""times"": [{""start"": ""16:00"", ""end"": ""20:00""}]}]"
Pasar Malam Wakaf Mesira,https://www.google.com/maps/place/Pasar+Malam+Wakaf+Mesira/data=!4m7!3m6!1s0x31b7bb0ffe6589af:0x708a503d203b09be!8m2!3d5.3810113!4d103.0344592!16s%2Fg%2F11fp8rxtz_!19sChIJr4ll_g-7tzERvgk7ID1QinA?authuser=0&hl=en&rclk=1,3:46-6:46 pm,"Jln Tepuh - Batu Rakit, Kampung Bukit Cempaka, 21060 Kuala Terengganu, Terengganu","[""fri""]","{""latitude"": 5.3810113, ""longitude"": 103.0344592, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Wakaf+Mesira/data=!4m7!3m6!1s0x31b7bb0ffe6589af:0x708a503d203b09be!8m2!3d5.3810113!4d103.0344592!16s%2Fg%2F11fp8rxtz_!19sChIJr4ll_g-7tzERvgk7ID1QinA?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""15:46"", ""end"": ""18:46""}]}]"
Bazar Malam Tanjung,https://www.google.com/maps/place/Bazar+Malam+Tanjung/data=!4m7!3m6!1s0x31b7bddf385bcfe9:0x1d5dbc0edacf88b0!8m2!3d5.3352696!4d103.1456753!16s%2Fg%2F11c2pd3_yh!19sChIJ6c9bON-9tzERsIjP2g68XR0?authuser=0&hl=en&rclk=1,,"149, Jalan Sultan Zainal Abidin, Kampung Tanjung Paya, 20000 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3352696, ""longitude"": 103.1456753, ""gmaps_link"": ""https://www.google.com/maps/place/Bazar+Malam+Tanjung/data=!4m7!3m6!1s0x31b7bddf385bcfe9:0x1d5dbc0edacf88b0!8m2!3d5.3352696!4d103.1456753!16s%2Fg%2F11c2pd3_yh!19sChIJ6c9bON-9tzERsIjP2g68XR0?authuser=0&hl=en&rclk=1""}",[]
Pasar Minggu Petang Khamis Dungun Thursday,https://www.google.com/maps/place/Pasar+Minggu+Petang+Khamis+Dungun+Thursday/data=!4m7!3m6!1s0x31c80587ea70be5d:0x99cc78f786efc9fc!8m2!3d4.7612738!4d103.4162204!16s%2Fg%2F11c5zrnjsr!19sChIJXb5w6ocFyDER_Mnvhvd4zJk?authuser=0&hl=en&rclk=1,4-10 pm,"313, Jalan Alur Tembesu, Kampung Alur Temesu, 23000 Kuala Dungun, Terengganu","[""thu""]","{""latitude"": 4.7612738, ""longitude"": 103.4162204, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Minggu+Petang+Khamis+Dungun+Thursday/data=!4m7!3m6!1s0x31c80587ea70be5d:0x99cc78f786efc9fc!8m2!3d4.7612738!4d103.4162204!16s%2Fg%2F11c5zrnjsr!19sChIJXb5w6ocFyDER_Mnvhvd4zJk?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""16:00"", ""end"": ""22:00""}]}]"
Night Market Kg Pasir Akar,https://www.google.com/maps/place/Night+Market+Kg+Pasir+Akar/data=!4m7!3m6!1s0x31b6f53d17b90db7:0xe726a1e47c003b5c!8m2!3d5.6413831!4d102.5015335!16s%2Fg%2F11hyqqnk24!19sChIJtw25Fz31tjERXDsAfOShJuc?authuser=0&hl=en&rclk=1,4-8:30 pm,"Unnamed Road, 22010, 22010 Jerteh, Terengganu","[""wed""]","{""latitude"": 5.6413831, ""longitude"": 102.5015335, ""gmaps_link"": ""https://www.google.com/maps/place/Night+Market+Kg+Pasir+Akar/data=!4m7!3m6!1s0x31b6f53d17b90db7:0xe726a1e47c003b5c!8m2!3d5.6413831!4d102.5015335!16s%2Fg%2F11hyqqnk24!19sChIJtw25Fz31tjERXDsAfOShJuc?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""16:00"", ""end"": ""20:30""}]}]"
Pasar Malam Simpang 4 Chendering(selasa),https://www.google.com/maps/place/Pasar+Malam+Simpang+4+Chendering%28Selasa%29/data=!4m7!3m6!1s0x31b7956d02970075:0xd005ca6de19d7f9e!8m2!3d5.2664099!4d103.1791594!16s%2Fg%2F11y22cws44!19sChIJdQCXAm2VtzERnn-d4W3KBdA?authuser=0&hl=en&rclk=1,4-8 pm,"758h+6p, Kampung Simpang Empat, 21080 Kuala Terengganu, Terengganu","[""tue""]","{""latitude"": 5.2664099, ""longitude"": 103.17915939999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Simpang+4+Chendering%28Selasa%29/data=!4m7!3m6!1s0x31b7956d02970075:0xd005ca6de19d7f9e!8m2!3d5.2664099!4d103.1791594!16s%2Fg%2F11y22cws44!19sChIJdQCXAm2VtzERnn-d4W3KBdA?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""16:00"", ""end"": ""20:00""}]}]"
KT Night Market,https://www.google.com/maps/place/KT+night+market/data=!4m7!3m6!1s0x31b7bf4c08372c23:0x4fae910a1570f808!8m2!3d5.3335416!4d103.1316551!16s%2Fg%2F11ks5x621_!19sChIJIyw3CEy_tzERCPhwFQqRrk8?authuser=0&hl=en&rclk=1,3-11 pm,"143, Jalan Kampung Cina, 20100 Kuala Terengganu, Terengganu","[""tue"", ""wed""]","{""latitude"": 5.333541599999999, ""longitude"": 103.13165509999999, ""gmaps_link"": ""https://www.google.com/maps/place/KT+night+market/data=!4m7!3m6!1s0x31b7bf4c08372c23:0x4fae910a1570f808!8m2!3d5.3335416!4d103.1316551!16s%2Fg%2F11ks5x621_!19sChIJIyw3CEy_tzERCPhwFQqRrk8?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue"", ""wed""], ""times"": [{""start"": ""15:00"", ""end"": ""23:00""}]}]"
Pasar Malam Sabtu Kuala Berang,https://www.google.com/maps/place/Pasar+Malam+Sabtu+Kuala+Berang/data=!4m7!3m6!1s0x31b7dbd30a5da9b3:0x422867530d1a898a!8m2!3d5.0719799!4d103.0102915!16s%2Fg%2F11h48ypr1j!19sChIJs6ldCtPbtzERiokaDVNnKEI?authuser=0&hl=en&rclk=1,4-9 pm,"Jln Hashim, Kampung Rahmat, 21700 Kuala Berang, Terengganu","[""fri""]","{""latitude"": 5.0719799, ""longitude"": 103.0102915, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Sabtu+Kuala+Berang/data=!4m7!3m6!1s0x31b7dbd30a5da9b3:0x422867530d1a898a!8m2!3d5.0719799!4d103.0102915!16s%2Fg%2F11h48ypr1j!19sChIJs6ldCtPbtzERiokaDVNnKEI?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Pasar Malam Rhu Muda (hari Khamis),https://www.google.com/maps/place/Pasar+Malam+Rhu+Muda+%28Hari+Khamis%29/data=!4m7!3m6!1s0x31b7eb74eb8a0abf:0x1d2c53d55bb892f1!8m2!3d5.1817684!4d103.2211618!16s%2Fg%2F11tgbsn6z6!19sChIJvwqK63TrtzER8ZK4W9VTLB0?authuser=0&hl=en&rclk=1,,"21600 Marang, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.1817684, ""longitude"": 103.22116179999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Rhu+Muda+%28Hari+Khamis%29/data=!4m7!3m6!1s0x31b7eb74eb8a0abf:0x1d2c53d55bb892f1!8m2!3d5.1817684!4d103.2211618!16s%2Fg%2F11tgbsn6z6!19sChIJvwqK63TrtzER8ZK4W9VTLB0?authuser=0&hl=en&rclk=1""}",[]
Pasar Manir,https://www.google.com/maps/place/Pasar+Manir/data=!4m7!3m6!1s0x31b7becccb0cfc95:0xeb2871402df4a1fc!8m2!3d5.3092323!4d103.0832988!16s%2Fg%2F11bwh5jg8h!19sChIJlfwMy8y-tzER_KH0LUBxKOs?authuser=0&hl=en&rclk=1,7 am-6 pm,"21200 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3092323, ""longitude"": 103.0832988, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Manir/data=!4m7!3m6!1s0x31b7becccb0cfc95:0xeb2871402df4a1fc!8m2!3d5.3092323!4d103.0832988!16s%2Fg%2F11bwh5jg8h!19sChIJlfwMy8y-tzER_KH0LUBxKOs?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""04:00"", ""end"": ""22:00""}]}, {""days"": [""tue"", ""wed"", ""thu"", ""fri"", ""sun""], ""times"": [{""start"": ""07:00"", ""end"": ""18:00""}]}, {""days"": [""sat""], ""times"": [{""start"": ""07:00"", ""end"": ""00:00""}]}]"
Bandaraya Warisan Pesisir Air Night Market,https://www.google.com/maps/place/Bandaraya+Warisan+Pesisir+Air+night+market/data=!4m7!3m6!1s0x31b7bf0004980763:0x8b1b480163d8afd6!8m2!3d5.3341227!4d103.1332208!16s%2Fg%2F11lthz55k0!19sChIJYweYBAC_tzER1q_YYwFIG4s?authuser=0&hl=en&rclk=1,,"Jalan Kampung Cina, Kampung Banggul, 20100 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3341227, ""longitude"": 103.13322079999999, ""gmaps_link"": ""https://www.google.com/maps/place/Bandaraya+Warisan+Pesisir+Air+night+market/data=!4m7!3m6!1s0x31b7bf0004980763:0x8b1b480163d8afd6!8m2!3d5.3341227!4d103.1332208!16s%2Fg%2F11lthz55k0!19sChIJYweYBAC_tzER1q_YYwFIG4s?authuser=0&hl=en&rclk=1""}",[]
Pasar Minggu Bandar Baharu Bukit Mentok,https://www.google.com/maps/place/Pasar+minggu+bandar+baharu+bukit+mentok/data=!4m7!3m6!1s0x31c887ec1e07a01b:0x29340c0179fe7ce4!8m2!3d4.2314601!4d103.4044411!16s%2Fg%2F11t1fz5hmq!19sChIJG6AHHuyHyDER5Hz-eQEMNCk?authuser=0&hl=en&rclk=1,,"7910, Jalan Akasia 2, Bandar Baru Bukit Mentok, 24000 Chukai, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 4.2314601, ""longitude"": 103.4044411, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+minggu+bandar+baharu+bukit+mentok/data=!4m7!3m6!1s0x31c887ec1e07a01b:0x29340c0179fe7ce4!8m2!3d4.2314601!4d103.4044411!16s%2Fg%2F11t1fz5hmq!19sChIJG6AHHuyHyDER5Hz-eQEMNCk?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Kerteh,https://www.google.com/maps/place/Pasar+Malam+Kerteh/data=!4m7!3m6!1s0x31c871242a70d823:0x79442c6301a017b7!8m2!3d4.509232!4d103.439108!16s%2Fg%2F11sv_jgdnq!19sChIJI9hwKiRxyDERtxegAWMsRHk?authuser=0&hl=en&rclk=1,5-10 pm,"15, Lorong Budiman 2, 24300 Kerteh, Terengganu","[""tue""]","{""latitude"": 4.509232, ""longitude"": 103.43910799999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kerteh/data=!4m7!3m6!1s0x31c871242a70d823:0x79442c6301a017b7!8m2!3d4.509232!4d103.439108!16s%2Fg%2F11sv_jgdnq!19sChIJI9hwKiRxyDERtxegAWMsRHk?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""17:00"", ""end"": ""22:00""}]}]"
Pasar Malam Isnin Batu 48 Baru @ Bazar Ramadan Batu 48,https://www.google.com/maps/place/Pasar+Malam+Isnin+Batu+48+baru+@+Bazar+Ramadan+Batu+48/data=!4m7!3m6!1s0x31c80f1c20087233:0xf342201481a7cb4b!8m2!3d4.7486527!4d103.4147204!16s%2Fg%2F11h2c2nb_c!19sChIJM3IIIBwPyDERS8ungRQgQvM?authuser=0&hl=en&rclk=1,5-11 pm,"Taman Raya, 23000 Kuala Dungun, Terengganu","[""mon""]","{""latitude"": 4.7486527, ""longitude"": 103.4147204, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Isnin+Batu+48+baru+@+Bazar+Ramadan+Batu+48/data=!4m7!3m6!1s0x31c80f1c20087233:0xf342201481a7cb4b!8m2!3d4.7486527!4d103.4147204!16s%2Fg%2F11h2c2nb_c!19sChIJM3IIIBwPyDERS8ungRQgQvM?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""17:00"", ""end"": ""23:00""}]}]"
Pasar Malam Kesom(ahad),https://www.google.com/maps/place/Pasar+malam+kesom%28Ahad%29/data=!4m7!3m6!1s0x31b7b943f61bb987:0x8e1dbc457564cc96!8m2!3d5.2883578!4d103.0369896!16s%2Fg%2F11vc2k63hr!19sChIJh7kb9kO5tzERlsxkdUW8HY4?authuser=0&hl=en&rclk=1,4:24-8 pm,"Lot 7943, Jalan Bukit Petiti, Kampung Kesom, 21200 Kuala Terengganu, Terengganu","[""sun""]","{""latitude"": 5.2883578, ""longitude"": 103.0369896, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+malam+kesom%28Ahad%29/data=!4m7!3m6!1s0x31b7b943f61bb987:0x8e1dbc457564cc96!8m2!3d5.2883578!4d103.0369896!16s%2Fg%2F11vc2k63hr!19sChIJh7kb9kO5tzERlsxkdUW8HY4?authuser=0&hl=en&rclk=1""}","[{""days"": [""sun""], ""times"": [{""start"": ""16:24"", ""end"": ""20:00""}]}]"
Churros @ Churros KT,https://www.google.com/maps/place/Churros+@+Churros+KT/data=!4m7!3m6!1s0x31b7bf1f6649b371:0x41a662964c4be20d!8m2!3d5.3338115!4d103.1319856!16s%2Fg%2F11hzqc52lz!19sChIJcbNJZh-_tzERDeJLTJZipkE?authuser=0&hl=en&rclk=1,6 pm-12 am,"Pulau Warisan, 20300 Kuala Terengganu, Terengganu","[""mon"", ""wed"", ""thu"", ""fri"", ""sun""]","{""latitude"": 5.3338114999999995, ""longitude"": 103.1319856, ""gmaps_link"": ""https://www.google.com/maps/place/Churros+@+Churros+KT/data=!4m7!3m6!1s0x31b7bf1f6649b371:0x41a662964c4be20d!8m2!3d5.3338115!4d103.1319856!16s%2Fg%2F11hzqc52lz!19sChIJcbNJZh-_tzERDeJLTJZipkE?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""wed"", ""thu"", ""fri"", ""sun""], ""times"": [{""start"": ""18:00"", ""end"": ""00:00""}]}]"
Pasar Batu Enam,https://www.google.com/maps/place/Pasar+Batu+Enam/data=!4m7!3m6!1s0x31b7ba3000000001:0xf3d793c6d069cab0!8m2!3d5.3464194!4d103.0913207!16s%2Fg%2F1pzrq4f_l!19sChIJAQAAADC6tzERsMpp0MaT1_M?authuser=0&hl=en&rclk=1,8 am-7 pm,"Kampung Batu Enam, 21060 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.346419399999999, ""longitude"": 103.0913207, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Batu+Enam/data=!4m7!3m6!1s0x31b7ba3000000001:0xf3d793c6d069cab0!8m2!3d5.3464194!4d103.0913207!16s%2Fg%2F1pzrq4f_l!19sChIJAQAAADC6tzERsMpp0MaT1_M?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""08:00"", ""end"": ""19:00""}]}]"
Pasar Malam K.telemong,https://www.google.com/maps/place/Pasar+Malam+K.Telemong/data=!4m7!3m6!1s0x31b7c700650e2393:0xd0f0e69e85ac7cd6!8m2!3d5.2217283!4d103.0305922!16s%2Fg%2F11xt23c53d!19sChIJkyMOZQDHtzER1nyshZ7m8NA?authuser=0&hl=en&rclk=1,,"Kampung Kuala Telemong, 21210 Kuala Terengganu, Terengganu","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.2217283, ""longitude"": 103.0305922, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+K.Telemong/data=!4m7!3m6!1s0x31b7c700650e2393:0xd0f0e69e85ac7cd6!8m2!3d5.2217283!4d103.0305922!16s%2Fg%2F11xt23c53d!19sChIJkyMOZQDHtzER1nyshZ7m8NA?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Petai Bubus(sabtu),https://www.google.com/maps/place/Pasar+Malam+Petai+Bubus%28Sabtu%29/data=!4m7!3m6!1s0x31b7bbcfb39ddda1:0x61610e600bd077f5!8m2!3d5.3385466!4d103.0789202!16s%2Fg%2F11vkf2m9rg!19sChIJod2ds8-7tzER9XfQC2AOYWE?authuser=0&hl=en&rclk=1,4-8 pm,"No 3a, Rumah Kedai, Kampung Petai Bubus, 21200 Kuala Terengganu, Terengganu","[""sat""]","{""latitude"": 5.3385466, ""longitude"": 103.0789202, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Petai+Bubus%28Sabtu%29/data=!4m7!3m6!1s0x31b7bbcfb39ddda1:0x61610e600bd077f5!8m2!3d5.3385466!4d103.0789202!16s%2Fg%2F11vkf2m9rg!19sChIJod2ds8-7tzER9XfQC2AOYWE?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""16:00"", ""end"": ""20:00""}]}]"
Pasar Malam Kebor Air(rabu),https://www.google.com/maps/place/Pasar+Malam+kebor+air%28Rabu%29/data=!4m7!3m6!1s0x31b7b93873ec648d:0xc553c202c3eb57d9!8m2!3d5.3182308!4d103.0646537!16s%2Fg%2F11vkdqngqp!19sChIJjWTsczi5tzER2VfrwwLCU8U?authuser=0&hl=en&rclk=1,4-8 pm,"Kampung Kebor Air, 21200 Kuala Terengganu, Terengganu","[""wed""]","{""latitude"": 5.318230799999999, ""longitude"": 103.0646537, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+kebor+air%28Rabu%29/data=!4m7!3m6!1s0x31b7b93873ec648d:0xc553c202c3eb57d9!8m2!3d5.3182308!4d103.0646537!16s%2Fg%2F11vkdqngqp!19sChIJjWTsczi5tzER2VfrwwLCU8U?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""16:00"", ""end"": ""20:00""}]}]"
